vehicle_id,date,distance_km,driving_duration_min,avg_speed,stop_count,stop_duration_hours,harsh_cornering_count,excessive_idling_duration,idling_ratio,anomaly_label,anomaly_score
733655,2026-01-27,3.666,22.2,9.91,3,11.190833333333334,0,744,0.5585585585585585,-1,-0.0653683534122963
795852,2026-01-27,44.083,115.33333333333331,22.93,9,9.80888888888889,5,921,0.1330924855491329,1,0.025800648335751186
822588,2026-01-27,33.423,83.98333333333333,23.88,5,10.29888888888889,1,821,0.1629291526096447,1,0.06704542523717949
821937,2026-01-27,99.91,270.45,22.17,8,5.916111111111111,2,2278,0.1403833117643433,1,0.060750054999496816
822011,2026-01-27,88.056,300.85,19.54,7,6.635277777777778,2,2544,0.140934020275885,1,0.08074281769593039
821540,2026-01-27,75.585,162.13333333333333,27.97,7,8.466944444444444,3,0,0.0,-1,-0.0008203539224689305
822319,2026-01-27,72.641,177.15,24.6,10,9.064444444444444,0,2914,0.2741556120048923,1,0.02937271236203054
822333,2026-01-27,11.979,33.733333333333334,21.31,3,11.352222222222222,0,0,0.0,1,0.0008203539224689305
822292,2026-01-27,20.251,81.2,14.96,5,10.646944444444443,0,590,0.1211001642036124,1,0.043755385103440625
821509,2026-01-27,98.11,310.3333333333333,18.97,9,6.906666666666666,0,3624,0.1946294307196562,1,0.035662697908452445
822389,2026-01-27,88.333,276.03333333333336,19.2,11,7.285277777777778,2,3670,0.2215915952179688,1,0.03677800328331071
