vehicle_id,anomaly_days_7d,mean_anomaly_score_7d,consecutive_days_anomaly,risk_score,risk_level,dominant_stress,affected_metrics,interpretation
733655,1,0.00711297803310342,1,0.702133893409931,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
795852,1,0.04437987582458712,1,0.7133139627473761,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
795860,1,0.0203355693181918,1,0.7061006707954576,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
795876,0,0.0185053716064468,0,0.005551611481934039,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
821509,0,0.07373910030407153,0,0.02212173009122146,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
821540,1,0.050091988245440554,1,0.7150275964736321,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
821937,1,0.04693689826572478,1,0.7140810694797175,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822011,0,0.08357518650333655,0,0.025072555951000965,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822292,1,0.04346662808190512,1,0.7130399884245715,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822319,1,0.019827879775624134,1,0.7059483639326873,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822333,0,0.03644405726897635,0,0.010933217180692905,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822389,3,0.016852389891342058,3,2.105055716967403,WARNING,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
822588,0,0.0955391443719505,0,0.02866174331158515,OK,EXPLOITATION,"stop_duration_hours, avg_speed","Conditions d’utilisation dégradées (arrêts prolongés, faible vitesse)"
